Unnamed: 0,brand,name,year,model,seat,fuel,capacity,origin,gear,price
1057,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,540000000
1058,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,660000000
1059,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,726000000
1060,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,909000000
1061,Toyota,Toyota Veloz Cross 1.5 CVT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,598000000
1062,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1186000000
1063,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
1064,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1183000000
1065,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1190000000
1066,Hyundai,Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2023,2023,Crossover,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,1010000000
1067,Hyundai,Hyundai Elantra N-Line 1.6 Turbo AT - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,740000000
1068,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,756000000
1069,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.2L - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1130000000
1070,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
1071,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,618000000
1072,VinFast,VinFast VF9 Plus - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1571000000
1073,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1220000000
1074,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,599000000
1075,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1438000000
1076,Toyota,Toyota Fortuner Legender 2.4L 4x2 AT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1159000000
1077,Ford,Ford Transit Van - 2022,2022,Van/Minivan,3,Dầu,2.2,Lắp ráp trong nước,Số tay,808000000
1078,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
1079,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
1080,Isuzu,Isuzu Dmax Hi-Lander Z 1.9L 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tự động,725000000
1081,Toyota,Toyota Vios E 1.5 MT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tay,489000000
1082,Hyundai,Hyundai Elantra 1.6 AT Đặc biệt - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,644000000
1083,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,441000000
1084,Hyundai,Hyundai Elantra 1.6 AT Đặc biệt - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,609000000
1085,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,708000000
1086,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,530000000
1087,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,540000000
1088,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,846000000
1089,Toyota,Toyota Camry 2.0Q - 2022,2022,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1110000000
1090,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,889000000
1091,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
1092,Honda,Honda CRV G - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,923000000
1093,Toyota,Toyota Corolla Cross 1.8HV - 2022,2022,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,905000000
1094,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
1095,Mazda,Mazda 6 Signature Premium 2.5 AT - 2023,2023,Sedan,5,Xăng,2.5,Lắp ráp trong nước,Số tự động,999000000
1096,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1370000000
1097,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,780000000
1098,Mazda,Mazda BT50 1.9L 4x2 MT - 2022,2022,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tay,599000000
1099,Nissan,Nissan Kicks e-Power E - 2023,2023,SUV,5,Hybrid,1.2,Nhập khẩu,Số tự động,709000000
1100,Subaru,Subaru Forester 2.0i-L - 2023,2023,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,925000000
1101,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,706000000
1102,Subaru,Subaru Forester 2.0i-L - 2023,2023,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,925000000
1103,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,604000000
1104,Honda,Honda CRV L - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1118000000
1105,Nissan,Nissan Navara Pro-4X 2.3 AT 4WD - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,855000000
1106,Mazda,Mazda CX5 Premium 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,814000000
1107,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,907000000
1108,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
1109,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,435000000
1110,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022,2022,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,810000000
1111,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.2L - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1100000000
1112,Hyundai,Hyundai i10 1.2 MT Tiêu Chuẩn - 2023,2023,Sedan,5,Xăng,1.25,Lắp ráp trong nước,Số tay,355000000
1113,Mitsubishi,Mitsubishi Attrage 1.2 MT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tay,380000000
1114,Toyota,Toyota Avanza Premio 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,598000000
1115,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
1116,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
1117,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,599000000
1118,Honda,Honda City L 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,510000000
1119,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1145000000
1120,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1025000000
1121,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
1122,Nissan,Nissan Navara VE 2.3 AT 2WD Tiêu chuẩn - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,635000000
1123,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1420000000
1124,Toyota,Toyota Camry 2.5HV - 2023,2023,Sedan,5,Hybrid,2.5,Nhập khẩu,Số tự động,1068000000
1125,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,615000000
1126,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,668000000
1127,BMW,BMW 3 Series 320i Sport Line - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1499000000
1128,Toyota,Toyota Corolla Cross 1.8HV - 2022,2022,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,925000000
1129,Toyota,Toyota Vios G 1.5 CVT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,537000000
1130,Hyundai,Hyundai Solati H350 2.5 MT - 2022,2022,Van/Minivan,16,Dầu,2.5,Lắp ráp trong nước,Số tay,1100000000
1131,Peugeot,Peugeot 3008 AL - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1065000000
1132,Peugeot,Peugeot 5008 AL 1.6 AT - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1149000000
1133,Peugeot,Peugeot 5008 AL 1.6 AT - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1149000000
1134,Peugeot,Peugeot 5008 AL 1.6 AT - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1149000000
1135,Peugeot,Peugeot 3008 GT - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1149000000
1136,Peugeot,Peugeot 3008 AL - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1065000000
1137,Peugeot,Peugeot 2008 Active 1.2 AT - 2023,2023,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,747000000
1138,Peugeot,Peugeot 3008 AL - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1065000000
1139,Toyota,Toyota Fortuner 2.4G 4x2 AT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1118000000
1140,Isuzu,Isuzu MU-X B7 1.9 4X2 MT - 2022,2022,SUV,7,Dầu,1.9,Nhập khẩu,Số tay,850000000
1141,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1205000000
1142,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
1143,Toyota,Toyota Corolla Cross 1.8G - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,685000000
1144,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,766000000
1145,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
1146,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023,2023,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1345000000
1147,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,764000000
1148,VinFast,VinFast VF9 Plus - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1121000000
1149,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1105000000
1150,Honda,Honda HRV G - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,699000000
1151,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
1152,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1120000000
1153,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,715000000
1154,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,940000000
1155,Honda,Honda HRV G - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,699000000
1156,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,900000000
1157,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,802000000
1158,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
1159,Honda,Honda City L 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,510000000
1160,Kia,Kia K3 Premium 1.6 AT - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,669000000
1161,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,800000000
1162,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,599000000
1163,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1370000000
1164,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,746000000
1165,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1190000000
1166,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,670000000
1167,Mazda,Mazda 2 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,415000000
1168,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,720000000
1169,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
1170,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
1171,VinFast,VinFast VF9 PLUS - 2023,2023,SUV,7,Điện,0.0,Lắp ráp trong nước,Số tự động,1121000000
1172,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,465000000
1173,Toyota,Toyota Fortuner 2.4G 4x2 AT Legender - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1134000000
1174,Toyota,Toyota Yaris G 1.5 AT - 2023,2023,Hatchback,5,Xăng,1.5,Nhập khẩu,Số tự động,668000000
1175,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,465000000
1176,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1185000000
1177,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1425000000
1178,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,752000000
1179,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023,2023,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1365000000
1180,Kia,Kia Seltos Premium 1.4 AT - 2023,2023,Crossover,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,716000000
1181,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,780000000
1182,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
1183,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1088000000
1184,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,2.5,Nhập khẩu,Số tự động,1330000000
1185,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,534000000
1186,Suzuki,Suzuki Ertiga Hybrid 1.5 AT - 2023,2023,SUV,7,Hybrid,1.5,Nhập khẩu,Số tự động,608000000
1187,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
1188,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1329000000
1189,Toyota,Toyota Vios E 1.5 MT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tay,464000000
1190,VinFast,VinFast VF5 Plus - 2023,2023,SUV,5,Điện,0.0,Lắp ráp trong nước,Số tự động,409000000
1191,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,599000000
1192,Honda,Honda City L 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,496000000
1193,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,840000000
1194,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
1195,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,868000000
1196,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,915000000
1197,MG,MG 5 Standard 1.5 AT - 2022,2022,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,493000000
1198,MG,MG 5 Luxury 1.5 AT - 2022,2022,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,558000000
1199,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,600000000
1200,Suzuki,Suzuki Swift GLX 1.2 AT - 2022,2022,Hatchback,5,Xăng,1.2,Nhập khẩu,Số tự động,549000000
1201,Volkswagen,Volkswagen T-Cross Luxury 1.0 AT - 2023,2023,Crossover,5,Xăng,1.0,Nhập khẩu,Số tự động,1299000000
1202,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
1203,Volkswagen,Volkswagen Polo 1.6 AT - 2023,2023,Hatchback,5,Xăng,1.6,Nhập khẩu,Số tự động,695000000
1204,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,905000000
1205,Peugeot,Peugeot 3008 GT - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1209000000
1206,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
1207,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1279000000
1208,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,468000000
1209,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,771000000
1210,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,954000000
1211,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
1212,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
1213,Subaru,Subaru Forester 2.0i-L - 2023,2023,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,910000000
1214,Toyota,Toyota Corolla Cross 1.8HV - 2023,2023,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,963000000
1215,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1245000000
1216,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,560000000
1217,Mitsubishi,Mitsubishi Triton Athlete 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,905000000
1218,Toyota,Toyota Veloz Cross 1.5 CVT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
1219,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,846000000
1220,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,560000000
1221,Mitsubishi,Mitsubishi Triton Athlete 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,905000000
1222,Toyota,Toyota Veloz Cross 1.5 CVT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
1223,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,846000000
1224,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,939000000
1225,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,830000000
1226,Honda,Honda City L 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,569000000
1227,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
1228,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1249000000
1229,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,510000000
1230,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
1231,VinFast,VinFast Lux A 2.0 Cao cấp - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,950000000
1232,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
1233,Toyota,Toyota Camry 2.0G - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1078000000
1234,Toyota,Toyota Yaris G 1.5 AT - 2023,2023,Hatchback,5,Xăng,1.5,Nhập khẩu,Số tự động,684000000
1235,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
1236,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,599000000
1237,Kia,Kia Carnival Signature 2.2D - 2023,2023,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1511000000
1238,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1184000000
1239,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,520000000
